name,player_id,guild_name,guild_id,points_change,battles_change,points,battles
Severus 1050 der Gnädige,852024194,Bucha,22812,0,0,140688608,15184
MrMinze,4784472,,,0,0,140624081,37360
J.B.1.0,8628919,Pulp Fiction,23976,0,0,140589806,88411
Taki77,10517820,,,0,0,140542014,47270
Andy-51,8752062,😇Engel+Strategen🈲,60,19566,7,140416421,166926
Gufit,1011047,MAKEDONIA,1262,111675,2,140410302,49185
Lady Brianna,859005,Solo,370,158940,25,140386487,14128
CruelRunning,849898373,Pausenbrot,22363,0,0,140335771,84443
Umbranavis,7410795,,,0,0,140295093,58965
C0mmanda,7049161,🇺🇦 Friedliche Händ,862,0,0,140242715,37304
Mike der Allerbeste,10403475,Spaß und Handel,12794,0,0,140034290,89726
Klop50,3223423,,,0,0,140025678,38190
Frank10000,850876085,Templer,13172,0,1,139992299,26104
Rahab14,7645767,D. Unerschrockenenᵁᴬ,13198,31823,12,139882543,73384
Heiko Bpunkt,5013403,Nordlicht,6468,0,0,139685044,25701
Tom 2413,6007693,,,0,0,139672802,81670
Aquarius der Weise,5960003,,,0,0,139662420,74997
HansDer3te,2352442,Nudels,22448,2444,54,139642911,69254
HappyDuck,4965585,ForgeRaiderZ,21694,0,0,139566934,160110
truesmile2,10040486,bluefish heidi,18095,577718,6,139543106,23393
.Lili.,5274295,Puschelhausen,21785,0,0,139542375,51668
Skafour,9633334,Warcraft,14763,0,0,139521043,16775
forkel01,3779850,,,0,0,139487367,13603
Mannimut,792506,Die Heimatlosen,171,184570,6,139444608,10518
Marius 55 der Verwegene,2347477,Babylon,15209,0,0,139429893,15064
Claudius von der Burg,3068112,Sioux,478,0,0,139379127,20913
cees der große,2480628,fishworld,427,71551,16,139349596,16647
aggertaler,849475038,FGB🌹,21516,354367,399,139250098,154210
Louis 345 der Mächtige,7443898,Der goldene Reiter,23844,0,0,139181195,32759
Dosskias01,5976322,,,0,0,139040400,30870
Roderich 730 die Geißel,8122305,,,0,0,139021690,88033
Hühnervolkherr,853075253,Spassecke,7428,65962,28,139008177,62921
Joan 393 die Unbeugsame,5697843,Lonely Wolf,3292,78755,17,138961322,33859
marcus36,9093771,City of Hope,13075,0,0,138958303,27629
Kadmos 178 der Retter,4014822,*Just for Fun*,1181,1084782,229,138941578,49476
roufneg,851954968,Deutschritterorden,4859,657462,51,138794320,21543
Palmenmann,10279617,Spaß am Spiel,10772,177736,25,138687249,25724
Anakreon 457 der Gütige,5885352,,,0,0,138657446,40937
hammerino,7724068,,,0,0,138542683,33144
NoLooser,4046810,Nurso,533,103992,0,138541744,17513
Wofri,10347831,Die Musketiere,6964,265145,23,138539529,25195
firestan,6521453,,,0,0,138495111,66586
Herakleios 749 der Rote,3795893,🌄Horizon Adventurer,170,0,0,138464488,16264
Rolf2308,852046449,Freie Hansestädte,33,1153676,83,138417244,22183
Dudelhuhn,850302733,Gilde im Südwesten,15724,107085,34,138316670,19333
Lord Wasserweck,9087485,,,0,0,138303542,203309
DerWish,849429122,Verpflichtungslos,15784,191287,42,138226832,26402
mercury17,853149250,Helden der Birne,5088,1437526,102,138134424,65926
Salomeah die Kluge,4386721,,,0,0,138048193,17712
Zoido,3530418,Barbarossa,957,178658,17,138008197,39959
Thomas der aller größte,5114170,🕊Frodos Freunde🕊,18707,72191,22,137907053,12155
Lady in Black 2022,850962306,,,0,0,137843841,118311
Space79,9833593,Chaos Orden,907,0,0,137767301,76224
Werner-neu,852965462,Verpflichtungslos,15784,1256150,207,137750818,42765
Treibstoff1935,849659863,⛽️🛢⛽️,22941,0,0,137696785,99628
Thekla 422 die Zornige,4984428,,,0,0,137600008,20528
Dreiklingen,4906228,Sailors,7855,827620,0,137521171,12225
Lucilla 1306 die Gnädige,9731668,,,0,0,137490810,46409
Orkhan,6747500,Monster Magnet,8428,0,0,137453170,30538
Imperator Köln 2020,10380990,,,0,0,137371044,26851
Arktos,851053461,Die Extravaganten,24110,516740,85,137250604,46106
Thomas der Schweiger,8403137,Die Normalos,7096,13125,0,137148766,14404
Lippi 80,849628569,,,0,0,136981724,85809
Eury die 1.,7939407,,,0,0,136879117,32446
belling,1243847,German kings,2207,24080,6,136793623,16193
Flak1975,7008331,(Just for fun),6733,0,0,136762749,15159
Obiwan-2025,853289315,Einsam,25439,137361,5,136583380,45581
Don. R. Wetter,6956984,,,0,0,136460910,81408
***Danger***,7730131,🇺🇦 Nemesis 🇺🇦,3701,216867,409,136436432,65395
Young RA,852962926,nur so,3050,2767472,316,136345671,39223
ja sp,9830256,Twenty4Seven,1678,0,0,136310201,29928
Kalli64,8777300,,,0,0,136096271,43526
Lord of Snakes,2342854,★✰ Apokalypse © ✰★,1922,0,0,135964014,33547
Just4Fun,4867180,,,0,0,135937842,23408
Maged,9696933,,,0,0,135899537,76971
Alexandria123,853007173,Taj 🕌 Mahal,16562,2030217,593,135810647,96808
checkerman88,1551035,GothicGermany,20010,74740,1,135661308,17577
BestbuboftheWorld,8355517,Die Tavernenhocker,4833,790504,137,135551287,30985
Yasemin99,4246459,⚔️ Affenbande ⚔️,20461,0,0,135544305,67838
Queen Nane,8524692,Spaß am spielen 😎,18891,40880,1,135506618,123460
Hinkelhuf,852601043,🕊 Grenzgänger 🕊,12219,1088513,633,135397750,72365
SchneeSword,6726769,,,0,0,135367054,69265
Flaga,4540048,Amis Krümel,24024,89332,128,135352351,94938
Eddy der Beste,852832846,Mikrokosmos,19249,956846,219,135252565,34215
Noelle IIII,10232249,Beezlebub,15354,0,0,135205732,29133
Charly147,849655097,Harleywood,20869,60530,0,135204418,59749
Drgan der User,3176112,🕊Gorgonen🕊,4888,0,0,135089233,54426
Loxodon,5975770,Hamburger Hanse,8586,0,0,135086537,26264
Froehlu,5033849,meine ruhegilde,7674,0,0,135076816,12281
Mandolino,852716378,Einsteiger,22389,28125,0,135015472,67555
Martin654,5244620,,,0,0,134995151,54732
Toemeler,849483166,,,0,0,134853394,91557
Pierre 331 der Tapfere,5912895,no name,9928,0,0,134749453,20946
DW1987,851797038,Fähnl. Fieselschweif,8029,116552,35,134719924,17172
Niine,852808072,,,0,0,134591468,87524
Meini51,849682894,Löwenhöhle,21018,455894,110,134478218,132027
Fjorgyn,850586033,Unendlichkeit,13805,0,0,134332678,48085
Punkt,8369572,OoO - Out of Order,21170,0,0,134299506,66362
King BEA,2598412,King+Queens,3262,667507,233,134299165,127185
Alter von BKS,9642382,,,0,0,134214659,70933
WMuesli,2859833,Winterfell,24962,29270,0,134200551,86537
Iveragh,3276593,Mórchuaird Chiarrai,13041,0,0,134186695,24018
Ulpsi,1582976,,,0,0,134104037,29720
Anja Re,2347992,Die Muskeltiere,1276,60651,24,133971693,31769
Teimcopp,8782368,SK Team,13377,95443,14,133928757,13927
Mücke,852626470,🌟Gilead🌟,3165,824743,64,133920788,37876
Leopold8,6913913,Superior,8706,0,0,133870863,14121
colamucke79,8154893,,,0,0,133783792,83506
Richichess,8047125,Blausonne,23256,-83413,21,133580203,18689
Katharina von Nürnberg,4134467,Spassecke,7428,542699,100,133508644,38105
RosinaLöwenherz,6041105,,,0,0,133367075,44804
WeiserSaltoMortale,850142544,,,0,0,133361754,28486
Anterlachs94,850220350,,,0,0,133315114,18047
Enrage87,8485715,,,0,0,133056998,85245
Brummbaer64,7948435,Glücksritter 2,10529,0,0,133019605,20686
ORCA der Große,850896433,Gelegenheitsspieler,4209,817712,42,132964490,14826
Graf Max von Berg,849294471,Die Pause,22662,0,0,132954202,22321
obsimpson,851543192,Die Arbeiter,635,0,0,132921972,84275
Sacred01,9659307,,,0,0,132912914,133776
lulo1234,571301,Weißer Löwe,2088,17325,0,132902877,95419
Retro 69,7264611,🌹Spielen zum Spaß🌷,6977,-8300,26,132902523,63743
fall68,5557038,⚡fall 68⚡🇺🇦,10493,0,0,132862317,13933
muccler,853260206,Hollywood,25252,2301275,640,132796205,64180
Lukas11211,5392247,Spaßspiel,24420,0,0,132795321,47664
Naggi74,9979694,,,0,0,132764621,34481
Angolf der Gewitzte,8794456,,,0,0,132706358,53251
Peer Nils,6029515,Neu-Drachenfels,11825,72000,0,132574937,27271
Andolfuss,852714547,Andolf,25486,8115774,1157,132488967,161343
MasterSka,7047193,TerraX 🇺🇦,8905,1036369,219,132476085,37486
Relaxus,850361433,Die EISERNEN,6835,0,0,132333686,27913
Robinrol,850606620,Frei und Freundlich,11817,896652,154,132289006,19824
Gergely,852480747,Spirit of Herkules,21272,377255,117,132163002,93541
Alarich 261 der Stolze,4649770,Die Adler,4889,0,0,132060648,18775
Erilya the Brave,7841780,Clan der Zwanglosen,20145,378062,48,131991113,11644
Avramanawee,4801658,😇Engel+Strategen🈲,60,106279,30,131942192,36331
king larmar,4179417,Halligalli,13082,83748,30,131872645,54498
Nice2601,852175349,🌳grüner Hirsch🌳,8112,509093,139,131838947,57825
BaulöweWilli,6823736,Stern des Südens,11150,0,0,131751764,109463
Maria 501 die Spinne,6337423,Stars of the Empire,2548,5060,2,131700803,17247
Elalai,853033310,Spassecke,7428,1387674,90,131643028,42686
Earl Alex,2342412,Novigrad,13299,126248,42,131579846,14471
Free Bird 77,8433908,,,0,0,131556823,36773
qqwwrr,9399485,,,0,0,131492999,47276
ShawneeBee,2211608,Einzelkämpferin,16726,67372,5,131492074,23299
Isovaria Fire,852313129,,,0,0,131340740,85719
FlyingMethusalem,8980698,,,0,0,131281886,99428
Red seraphim,4161554,Elemental,6719,0,0,131276173,70380
Skaldron,850978938,,,0,0,131199116,31841
Grandes,10194787,Herzogtum BY,15390,0,0,131140725,45490
Sadomina,848996699,Kein Bock,25427,125255,0,131110844,10498
Casamp1,7069550,Cree,22432,364607,16,131081301,60967
19Streicher88,9720418,,,0,0,131043995,33332
Moonlight Veronique,9505860,Mucky´s Clan,13220,0,0,131010327,22624
Gazelle555,8091978,Blaue Lagune,10477,0,0,131006124,13365
Lord Zschoernig,2595715,Die unzerstörbaren,7911,0,0,130875556,28200
ejop,849267147,D. Unerschrockenenᵁᴬ,13198,0,0,130771154,112708
Biwag,851761577,Neubau,21376,0,0,130739494,35239
Kaimpione,8287263,Aus Freude am Spiel,11328,0,0,130728135,12337
Justina 1598 die Gnädige,849446005,Bagrationi,17595,308331,45,130702390,46362
DaenerysTaragaryen,6804100,Bund der Macht,24421,73913,0,130659342,46516
Heilige Baba Jaga,6205198,sososo,22160,0,0,130625508,30333
Caledonia McBride,4229395,Die GEXperten,4314,290150,68,130527869,69268
Monigstide,3315873,,,0,0,130502463,72391
Juliana 463 die Anmutige,4201913,Clan der Zwanglosen,20145,273528,5,130394338,15911
Blancka,1303549,Bayrische Löwen,4377,320823,31,130321824,14804
ka11977,5875056,Woodys Bierstube,14569,0,0,130304583,45958
William Wallice II,2308610,Nordländer,1447,0,0,130258264,20626
Hugo Junker,8432834,timeout,22699,0,0,130243976,71697
ankapro,6383191,HartzFear,7607,0,0,130232244,20254
Perlenzauber,10600663,Perle,24627,0,0,130211384,71117
jojo520,9815350,Widukinds Stamm,7846,610620,29,130207762,20585
Chriscom,5299318,Widerstand,3567,-116157,29,130196867,22234
Rainer4288,8505104,Die Wucht,14146,0,0,130172691,12905
kochtopf,849163331,sehnsucht,17257,127835,15,130151678,15206
BochumerjungII,4742432,,,0,0,130080385,38973
Blaues Herz,850153171,🐉DragonRocker🏴‍☠️,7226,1103403,454,129978592,78204
Balu von Angmar,3546429,,,0,0,129902795,99012
PrincessLokbra,8478916,,,0,0,129867681,52624
Monkeyking704,850002589,Die freien Völker,267,74634,40,129802052,103077
Die Löwin2021,850735725,Astra 💫 Australis,20187,67128,35,129787246,64446
Raccoon21,852903408,,,0,0,129775134,104556
Sokrates 870 der Zornige,9729429,Schwabenland,1538,90807,8,129755879,22932
Nordboy1,850434603,Nordsturm,24994,0,0,129677233,59792
Amitis 184 die Schwarze,3042450,,,0,0,129659628,17507
Hexchen666,6152860,,,0,0,129629760,49147
Helena 1028 die Gütige,10261531,FGB Urlaubsgilde 🌴,23322,0,0,129463393,50098
pudelmuetze 622,4559136,haiducii,3237,63342,12,129439299,22380
Agrippa 923 der Retter,851784180,Lonely Wolf,3292,146939,12,129146345,17305
derkoch1970,851222923,KommInDieGildeHilde,11528,0,0,129135066,14183
KarlKraus,8991880,Druidenzirkel,12876,1172666,205,129099331,36101
Chrisi die 1,4516744,,,0,0,129098132,57075
eko155,852119119,Rising Crown,3780,875982,278,129083612,217451
Birdy2463,5612338,Ohne Verpflichtungen,14611,0,0,129068426,66822
Titieitsch,853006684,🏖ChillCity,16632,0,0,129041378,55883
Klaushorst,849585133,,,0,0,129034093,22027
Agatha 1462 die Gütige,852140977,Chaos ¥,22330,378242,1,128999543,15798
Magnus 169 der Gerechte,3751214,Spaß und Handel,12794,12028,2,128965016,34036
Voso2006,9478880,☆Bavarian☆,3038,0,0,128956026,16544
Willi der Größte1,852692554,Die Tavernenhocker,4833,268456,14,128931739,23818
Barbarossa 6081 der Rote,8655969,,,94305,0,128926261,15385
GreenArchon16696,7651372,,,0,0,128743137,38322
AnalusKlausus,7758679,,,0,0,128687332,38285
Galerius 100 der Schöne,2619700,HELP 2.0,20572,0,0,128630318,18028
Plums1,2339582,,,0,0,128607311,80399
KriegerMaurice,4550543,kartell 2,19950,0,0,128549141,24669
Caller der Gesegnete,2487458,Illuminati,268,0,0,128284476,11444
El Marzi,3117440,Fert,10107,479593,142,128253373,35337
Der Toifel69,9679645,🐉DR Resort🏴‍☠️,4584,0,0,128185149,95454
Maif1866,5433836,meine2Gilde,25403,0,0,127984816,64814
Wiboes,850324764,Fairy Trade,68,27501,118,127982181,120517
Helge IV.,10701114,für ruhige spieler,10549,923669,195,127916247,52385
Budum0704,852751485,,,0,0,127816968,113213
Dormagus4711,6497501,Fix und Foxi,1528,41399,10,127743261,17561
walsumevil,8922873,Taj 🕌 Mahal,16562,52883,16,127731710,21868
HaSe-BS,1296261,Störtebeker`s,797,345460,36,127715473,21561
Daniel1703,849539234,VICTORIA 🕊,20158,0,0,127694417,226058
Scharli 7,3610545,ST:PAULIANER,25584,341708,84,127648113,26366
Tonixo der Weise,3031938,,,0,0,127633765,23439
Tripelxxxxxxx,3984482,Meister der Insel,13747,243532,62,127621208,22039
Draymor,4469679,Nurso,533,0,0,127288635,22001
Olympia 1795 die Blutige,850412166,,,0,0,127282846,33884
Dewolle,7986294,🏖ChillCity,16632,525293,379,127271584,124819
Ole0010,10310000,😇Engel+Strategen🈲,60,0,0,127269178,54133
tomex156,3005526,,,0,0,127239572,33680
Pitquet,8355765,,,0,0,127206933,59595
Monk Amon,849510828,Monkserei,23009,0,0,126991091,110859
Ida Scheppert,849502052,Kings Drakul,1477,0,0,126984639,25103
Beamanny,8378698,Nurso,533,0,0,126855683,22299
SirLanzelot 55,4871399,,,0,0,126855432,32910
Antigonos 2416 der Weiße,850181247,Freie Hansestädte,33,224527,72,126837935,67020
Franky187 der Große,5727603,Ulemiena,6375,69210,9,126816324,12961
Flufffy,10358599,AquatrollImmortal🌊,18187,527421,63,126722391,35773
Theodosius 5163 der Rote,7772909,,,0,0,126701630,62315
Skrull,431040,🪐The Mandalorian🪐,23955,277139,60,126602582,38290
RigidLab13,10219193,🎏 Brule 🏰 🕊,10956,0,0,126315499,197488
regenbogen5,10288718,Zornroeschen,23905,0,0,126037926,175691
PixL12,4248240,,,0,0,126028609,43539
Hupsy der Große,9133530,,,0,0,125964633,223698
Ostrahm,851056377,MASH 4077,20950,0,0,125952178,35269
Micha el Hornung,2711280,,,0,0,125786155,23019
Captain Spatz,850908182,Templer,13172,0,0,125628173,14999
Markostar2000,851026334,GOT NeueGilde,19595,3249335,18,125545784,29691
Dragon Fight,848964181,Fix und Foxi,1528,0,0,125536767,23155
Twighlighthunter,9673804,DavidgegenGoliath,22005,0,0,125452586,137867
Kojack der Doctor,9409645,SWF-Gilde,3572,918447,336,125387732,63336
Happy-BG,7802352,,,0,0,125114366,52657
FeNi22,851160889,Die Friedvolle,21086,0,0,125066549,30209
KingD 1978,4205737,,,0,0,125007711,36398
Roude Leiw,5487778,,,0,0,125003259,57098
micamia,10511136,für ruhige spieler,10549,49660,20,124936634,75877
paulaalis,849364528,böse Zungen,9998,0,0,124905061,16951
JoBeDo,852732724,Spirit of Herkules,21272,0,0,124867040,23745
Lady Chichii,849353486,Schlummerland,23826,0,0,124844712,91721
Lui der Stinkende Bub,852310007,Verpflichtungslos,15784,200887,14,124834412,15651
Olli v.d. Stube,5306757,🔱Dunkle Seelen🔱,24857,0,0,124792829,79408
xyzß,2278494,Dschungle Lions,2732,0,0,124572419,39193
georgepete,849480979,only for fun,1626,84705,20,124515565,16050
mooi Wicht,10058885,ichtys,24466,0,0,124402828,83947
Frank der Große 1966,8388799,für ruhige spieler,10549,635177,192,124388085,36335
-Radegast -,6481487,,,0,0,124385807,57896
Vale94xx,4638809,Dragon Riders,159,0,0,124379555,74382
dani1803,7167553,,,0,0,124227524,23667
Kunibert der Schröcklich,6115420,,,0,0,124202900,14032
Bremer Klabautermann,9340587,,,0,0,124140612,100779
Pauline1666,7258587,,,0,0,124089660,39497
Stefan der Zehnte,2314344,~ SOVNGARDE ~,932,0,0,124088174,11718
VADER0815,850273779,,,0,0,124083914,29839
Binewilli,850349241,⭐Freibären⭐,43,0,0,123986167,17183
Lumpi Bumsti,768737,Ohne Verpflichtungen,14611,34097,8,123983155,15438
senussi,3736102,,,0,0,123847103,74221
SunshineJu,8107441,Novigrad,13299,156851,38,123827810,67581
Anna89,9561569,Teamwork,8384,233138,23,123823856,19895
LimburgerKäse,850528750,,,0,0,123636359,28223
thelord0210,2385568,Beneath the Rainbow,8014,0,0,123511109,14251
Graf-von-Osterhaus,849960192,🌹Spielen zum Spaß🌷,6977,356840,4,123509892,18718
Ninia vom Herz,849477657,Hessian Dragons,109,0,0,123479768,39388
Sky Korsar,2781084,Die Jedimeister,9031,0,0,123472717,72915
Penelope 3647 die Gütige,851224950,,,0,0,123436864,73214
Trajan 602 der Verwegene,9723990,Hbm,24843,1176768,312,123351638,14445
Annmarie Kenth,5334413,Ohne Verpflichtungen,14611,0,0,123349872,11413
Leonore zu Schwarzenberg,850517663,Hamburger Hanse,8586,636967,19,123347791,41039
Darius 228,4370728,,,0,0,123346671,20731
Argom,851943426,Legati Minervae,13956,0,0,123245547,32554
Gaue,852754051,Yggdrasil,10153,117148,22,123185642,35399
Mandana 391 die Gnädige,4117607,nur so,3050,404648,19,123142500,38121
Lord Dooku,2780209,Dragon Riders,159,1315511,251,123118100,24785
Duke Donald,7658771,,,0,0,122857758,36118
Dtzb-07,848966772,Legati Minervae,13956,264860,61,122830794,38457
MasterLeppi,3400811,Götterboten,2156,0,0,122808946,12891
Amitis 1275,849779851,""" Alle Willkommen """,19572,144879,29,122776323,23438
Gallaxin,10616789,PokerstarsElite,313,356700,46,122727683,14935
Merx 2020,10440586,Freigeist,22,644156,145,122707388,56242
Nakedscull,6007221,,,0,0,122588777,28249
Rapax-ag,852568882,🌈 Über den Wolken☁️,24792,0,0,122561725,84235
Ratzikowiak,5824430,,,0,0,122521347,41489
Euphemia 1987 die Stolze,8576379,,,0,0,122502210,14560
Louis 680 der Unbeugsame,850567125,Royal Market,19281,34510,0,122486109,56052
zebman,852262095,Yggdrasil,10153,761521,707,122361289,39092
TopFitti,8668510,,,0,0,122346666,46926
Bandit Fighter,851282447,Germanien,1052,18876,3,122343887,177381
Determiner,5231250,,,0,0,122136051,43627
Theresa 1729 die Löwin,850195935,Keine Pflichten,13551,140635,11,122131683,16449
Glückliche Jägerin,5231182,sternenhimmel,11152,93960,0,122127487,11260
S. Pall Mall,5778521,,,0,0,122101834,42802
Andy Wand,851851125,Die Tavernenhocker,4833,0,0,122057078,19984
m.a.g.p.i.e.,4840385,,,0,0,122055545,20439
tribun123,850307718,Royal Market,19281,1134943,28,122022978,15217
Domitian 908 der Schöne,10172242,my gilde,6160,433620,65,122015886,19310
Der kleine Krieger,4756669,Abc,22774,0,0,121988948,55614
Straider01,848992395,,,0,0,121899129,60671
xzaras,7529394,,,0,0,121856439,26021
z3hnit,2326459,,,0,0,121793151,18768
fetteerbsensuppe,849366392,KEIN STRESS 🏖,14466,612906,134,121757288,47630
Quickly22,9279518,,,0,0,121647545,109013
Trampelmops,4757896,Dark Legends,5050,0,0,121632853,30070
Zippo0709,3459528,,,0,0,121629441,51257
le82,7455872,Ocularius-clan,10644,25650,0,121528373,12123
Cicero - der Schlaue,7272737,Jumanji,8846,0,0,121522989,12376
Cristobal Leon,848986896,Cristobal Leones,16594,0,0,121382965,10204
Appolonia 5470 die Löwin,8196822,,,0,0,121331262,21348
Geka350,4824661,,,0,0,121328727,51581
Hero die Traurige,853352436,Die freien Völker,267,1698234,248,121318692,57940
YasminM.,4436120,,,0,0,121311992,38970
bsb11,849082603,🌹Spielen zum Spaß🌷,6977,-146150,16,121273760,20462
